Trace_Name,SSD_ID,Submitted_SubRequests,Completed_SubRequests,Submitted_Read_Sectors,Submitted_Write_Sectors,Attributed_Host_Write_Sectors,WAM_Host_Write_Sectors,WAM_Migration_Write_Sectors,WAM_Cumulative_Write_Sectors,Average_SubRequest_Latency_us,Bad_Block_Count,Pending_Retirement_Count,OP_Consumed_Block_Count,OP_Spare_Block_Limit,Current_Effective_OP_Ratio,EOL_Triggered,EOL_Time_ns,EOL_Bad_Block_Count,EOL_Effective_OP_Ratio,Min_Block_Erase_Count,Max_Block_Erase_Count,Total_Block_Erase_Count,Avg_Block_Erase_Count,StdDev_Block_Erase_Count,Flash_Page_Program_Count,Flash_Page_Erase_Count,Logical_Host_Write_Bytes_Attributed,Approx_Flash_Programmed_Bytes,Approx_Flash_Write_Amplification
src1_1,0,12756711,12756711,774172735,15060426,15060426,15060426,0,15060426,145.659225,0,0,0,6554,0.200012,false,0,0,0.000000,0,6,467,0.014252,0.228062,1273712,467,7710938112,10434248704,1.353175
src1_1,1,13068909,13068909,784155913,17308436,17308436,17308436,0,17308436,142.199866,0,0,0,6554,0.200012,false,0,0,0.000000,0,0,0,0.000000,0.000000,1395385,0,8861919232,11430993920,1.289900
src1_1,2,12818743,12818743,778862103,15553122,15553122,15553122,0,15553122,137.662822,0,0,0,6554,0.200012,false,0,0,0.000000,0,0,0,0.000000,0.000000,1252594,0,7963198464,10261250048,1.288584
src1_1,3,12817086,12817086,778492815,15724164,15724164,15724164,0,15724164,137.268378,0,0,0,6554,0.200012,false,0,0,0.000000,0,0,0,0.000000,0.000000,1262982,0,8050771968,10346348544,1.285137
src2_0,0,580675,580675,347630,6024988,6024988,6024988,0,6024988,2075.317448,0,0,0,6554,0.200012,false,0,0,0.000000,0,11,818,0.024963,0.409526,690470,818,3084793856,5656330240,1.833617
src2_0,1,309667,309667,762320,4492589,4492589,4492589,0,4492589,1201.964146,0,0,0,6554,0.200012,false,0,0,0.000000,0,0,0,0.000000,0.000000,435515,0,2300205568,3567738880,1.551052
src2_0,2,292724,292724,1053209,4533642,4533642,4533642,0,4533642,971.497616,0,0,0,6554,0.200012,false,0,0,0.000000,0,0,0,0.000000,0.000000,420132,0,2321224704,3441721344,1.482718
src2_0,3,392400,392400,701399,4535632,4535632,4535632,0,4535632,1128.729905,0,0,0,6554,0.200012,false,0,0,0.000000,0,0,0,0.000000,0.000000,486600,0,2322243584,3986227200,1.716541
web_3,0,9293,9293,377435,224307,224307,224307,0,224307,754.836437,0,0,0,6554,0.200012,false,0,0,0.000000,0,0,0,0.000000,0.000000,19784,0,114845184,162070528,1.411209
web_3,1,9043,9043,376190,222320,222320,222320,0,222320,718.382999,0,0,0,6554,0.200012,false,0,0,0.000000,0,0,0,0.000000,0.000000,19150,0,113827840,156876800,1.378194
web_3,2,8964,8964,375507,223743,223743,223743,0,223743,724.618238,0,0,0,6554,0.200012,false,0,0,0.000000,0,0,0,0.000000,0.000000,19280,0,114556416,157941760,1.378725
web_3,3,8730,8730,376093,218168,218168,218168,0,218168,723.283779,0,0,0,6554,0.200012,false,0,0,0.000000,0,0,0,0.000000,0.000000,18869,0,111702016,154574848,1.383814
